Year,CollegeName,Branch,Category,ClosingRank
2020,"48 E048 B M S College of Engineering Basavanagudi,Bangalore",MD Med.Elect.,3BG,18073
2020,"48 E048 B M S College of Engineering Basavanagudi,Bangalore",MD Med.Elect.,GM,8182
2020,"48 E048 B M S College of Engineering Basavanagudi,Bangalore",MD Med.Elect.,GMR,23194
2020,"48 E048 B M S College of Engineering Basavanagudi,Bangalore",MD Med.Elect.,SCG,47910
2020,"48 E048 B M S College of Engineering Basavanagudi,Bangalore",MD Med.Elect.,STR,66437
2020,"48 E048 B M S College of Engineering Basavanagudi,Bangalore",ME Mechanical,1G,10007
2020,"48 E048 B M S College of Engineering Basavanagudi,Bangalore",ME Mechanical,2AG,8429
2020,"48 E048 B M S College of Engineering Basavanagudi,Bangalore",ME Mechanical,2AR,17046
2020,"48 E048 B M S College of Engineering Basavanagudi,Bangalore",ME Mechanical,2BG,7644
2020,"48 E048 B M S College of Engineering Basavanagudi,Bangalore",ME Mechanical,2BK,84146
2020,"48 E048 B M S College of Engineering Basavanagudi,Bangalore",ME Mechanical,3AG,5347
2020,"48 E048 B M S College of Engineering Basavanagudi,Bangalore",ME Mechanical,3AR,18469
2020,"48 E048 B M S College of Engineering Basavanagudi,Bangalore",ME Mechanical,3BG,6227
2020,"48 E048 B M S College of Engineering Basavanagudi,Bangalore",ME Mechanical,GM,3577
2020,"48 E048 B M S College of Engineering Basavanagudi,Bangalore",ME Mechanical,GMK,9900
2020,"48 E048 B M S College of Engineering Basavanagudi,Bangalore",ME Mechanical,GMR,13907
2020,"48 E048 B M S College of Engineering Basavanagudi,Bangalore",ME Mechanical,SCG,28271
2020,"48 E048 B M S College of Engineering Basavanagudi,Bangalore",ME Mechanical,SCR,29847
2020,"48 E048 B M S College of Engineering Basavanagudi,Bangalore",ME Mechanical,STG,17434
2020,"48 E048 B M S College of Engineering Basavanagudi,Bangalore",SE Aero Space,1G,4822
2020,"48 E048 B M S College of Engineering Basavanagudi,Bangalore",SE Aero Space,2AG,3901
2020,"48 E048 B M S College of Engineering Basavanagudi,Bangalore",SE Aero Space,2AR,10780
2020,"48 E048 B M S College of Engineering Basavanagudi,Bangalore",SE Aero Space,2BG,9214
2020,"48 E048 B M S College of Engineering Basavanagudi,Bangalore",SE Aero Space,3AG,4350
2020,"48 E048 B M S College of Engineering Basavanagudi,Bangalore",SE Aero Space,3BG,5478
2020,"48 E048 B M S College of Engineering Basavanagudi,Bangalore",SE Aero Space,GM,2635
2020,"48 E048 B M S College of Engineering Basavanagudi,Bangalore",SE Aero Space,GMK,15124
2020,"48 E048 B M S College of Engineering Basavanagudi,Bangalore",SE Aero Space,GMR,8657
2020,"48 E048 B M S College of Engineering Basavanagudi,Bangalore",SE Aero Space,SCG,14257
2020,"48 E048 B M S College of Engineering Basavanagudi,Bangalore",SE Aero Space,SCR,25704
2020,"48 E048 B M S College of Engineering Basavanagudi,Bangalore",SE Aero Space,STG,11047
2020,49 E049 Basaveshwara Engineering College Bagalkot,CS Computers,1G,26790
2020,49 E049 Basaveshwara Engineering College Bagalkot,CS Computers,2AG,18531
2020,49 E049 Basaveshwara Engineering College Bagalkot,CS Computers,2BG,26668
2020,49 E049 Basaveshwara Engineering College Bagalkot,CS Computers,3AG,24956
2020,49 E049 Basaveshwara Engineering College Bagalkot,CS Computers,GM,18194
2020,49 E049 Basaveshwara Engineering College Bagalkot,CS Computers,GMR,23224
2020,49 E049 Basaveshwara Engineering College Bagalkot,CS Computers,SCG,60161
2020,49 E049 Basaveshwara Engineering College Bagalkot,CS Computers,STR,135342
2020,49 E049 Basaveshwara Engineering College Bagalkot,EC Electronics,1G,35434
2020,49 E049 Basaveshwara Engineering College Bagalkot,EC Electronics,2AG,24553
2020,49 E049 Basaveshwara Engineering College Bagalkot,EC Electronics,2BG,40352
2020,49 E049 Basaveshwara Engineering College Bagalkot,EC Electronics,3AG,28173
2020,49 E049 Basaveshwara Engineering College Bagalkot,EC Electronics,3AR,30601
2020,49 E049 Basaveshwara Engineering College Bagalkot,EC Electronics,GM,22969
2020,49 E049 Basaveshwara Engineering College Bagalkot,EC Electronics,GMK,23545
2020,49 E049 Basaveshwara Engineering College Bagalkot,EC Electronics,GMR,25793
2020,49 E049 Basaveshwara Engineering College Bagalkot,EC Electronics,SCG,60938
2020,49 E049 Basaveshwara Engineering College Bagalkot,EC Electronics,STG,39900
2020,53 E053 N M A M Institutute of Technology Nitte,CS Computers,1G,7949
2020,53 E053 N M A M Institutute of Technology Nitte,CS Computers,2AG,6939
2020,53 E053 N M A M Institutute of Technology Nitte,CS Computers,2AK,8030
2020,53 E053 N M A M Institutute of Technology Nitte,CS Computers,2AR,7113
2020,53 E053 N M A M Institutute of Technology Nitte,CS Computers,2BG,11739
2020,53 E053 N M A M Institutute of Technology Nitte,CS Computers,3AG,9585
2020,53 E053 N M A M Institutute of Technology Nitte,CS Computers,3BG,5203
2020,53 E053 N M A M Institutute of Technology Nitte,CS Computers,3BR,5680
2020,53 E053 N M A M Institutute of Technology Nitte,CS Computers,GM,3808
2020,53 E053 N M A M Institutute of Technology Nitte,CS Computers,GMK,7386
2020,53 E053 N M A M Institutute of Technology Nitte,CS Computers,GMR,4945
2020,53 E053 N M A M Institutute of Technology Nitte,CS Computers,SCG,37846
2020,53 E053 N M A M Institutute of Technology Nitte,CS Computers,SCK,44286
2020,53 E053 N M A M Institutute of Technology Nitte,CS Computers,SCR,63531
2020,53 E053 N M A M Institutute of Technology Nitte,CS Computers,STG,10069
2020,53 E053 N M A M Institutute of Technology Nitte,EE Electrical,1G,29343
2020,53 E053 N M A M Institutute of Technology Nitte,EE Electrical,1R,31433
2020,53 E053 N M A M Institutute of Technology Nitte,EE Electrical,2AG,26357
2020,53 E053 N M A M Institutute of Technology Nitte,EE Electrical,2AR,29344
2020,53 E053 N M A M Institutute of Technology Nitte,EE Electrical,2BG,29607
2020,53 E053 N M A M Institutute of Technology Nitte,EE Electrical,3AG,26222
2020,53 E053 N M A M Institutute of Technology Nitte,EE Electrical,3BG,22012
2020,53 E053 N M A M Institutute of Technology Nitte,EE Electrical,GM,18193
2020,53 E053 N M A M Institutute of Technology Nitte,EE Electrical,GMK,29354
2020,53 E053 N M A M Institutute of Technology Nitte,EE Electrical,GMR,20323
2020,53 E053 N M A M Institutute of Technology Nitte,EE Electrical,SCG,138798
2020,53 E053 N M A M Institutute of Technology Nitte,EE Electrical,STG,22302
2020,53 E053 N M A M Institutute of Technology Nitte,EE Electrical,STK,61827
2020,53 E053 N M A M Institutute of Technology Nitte,EE Electrical,STR,89397
2020,53 E053 N M A M Institutute of Technology Nitte,ME Mechanical,1G,51584
2020,53 E053 N M A M Institutute of Technology Nitte,ME Mechanical,2AG,41706
2020,53 E053 N M A M Institutute of Technology Nitte,ME Mechanical,2AR,46690
2020,53 E053 N M A M Institutute of Technology Nitte,ME Mechanical,2BG,45103
2020,53 E053 N M A M Institutute of Technology Nitte,ME Mechanical,2BR,51326
2020,53 E053 N M A M Institutute of Technology Nitte,ME Mechanical,3AG,36428
2020,53 E053 N M A M Institutute of Technology Nitte,ME Mechanical,3BG,33183
2020,53 E053 N M A M Institutute of Technology Nitte,ME Mechanical,3BR,39715
2020,53 E053 N M A M Institutute of Technology Nitte,ME Mechanical,GM,27935
2020,53 E053 N M A M Institutute of Technology Nitte,ME Mechanical,GMK,60551
2020,53 E053 N M A M Institutute of Technology Nitte,ME Mechanical,GMR,37927
2020,53 E053 N M A M Institutute of Technology Nitte,ME Mechanical,SCG,138449
2020,53 E053 N M A M Institutute of Technology Nitte,ME Mechanical,STG,45764
2020,"55 E055 P A College of Engineering Bantwal, Mangalore",CS Computers,1G,88937
2020,"55 E055 P A College of Engineering Bantwal, Mangalore",CS Computers,2AG,121959
2020,"55 E055 P A College of Engineering Bantwal, Mangalore",CS Computers,2BG,67181
2020,"55 E055 P A College of Engineering Bantwal, Mangalore",CS Computers,3AG,97146
2020,"55 E055 P A College of Engineering Bantwal, Mangalore",CS Computers,3BG,107167
2020,"55 E055 P A College of Engineering Bantwal, Mangalore",CS Computers,GM,66835
2020,"55 E055 P A College of Engineering Bantwal, Mangalore",CS Computers,GMK,82558
2020,"55 E055 P A College of Engineering Bantwal, Mangalore",CS Computers,GMR,92245
2020,"55 E055 P A College of Engineering Bantwal, Mangalore",CS Computers,SCG,116706
2020,"55 E055 P A College of Engineering Bantwal, Mangalore",CS Computers,STG,117197
2020,56 E056 The National Institute of Engineering Mysore,CS Computers,1G,3602
2020,56 E056 The National Institute of Engineering Mysore,CS Computers,1R,9266
2020,56 E056 The National Institute of Engineering Mysore,CS Computers,2AG,4517
2020,56 E056 The National Institute of Engineering Mysore,CS Computers,2AR,6775
2020,56 E056 The National Institute of Engineering Mysore,CS Computers,2BG,3026
2020,56 E056 The National Institute of Engineering Mysore,CS Computers,3AG,2830
2020,56 E056 The National Institute of Engineering Mysore,CS Computers,3BG,2611
2020,56 E056 The National Institute of Engineering Mysore,CS Computers,3BR,4484
2020,56 E056 The National Institute of Engineering Mysore,CS Computers,GM,2389
2020,56 E056 The National Institute of Engineering Mysore,CS Computers,GMK,7451
2020,56 E056 The National Institute of Engineering Mysore,CS Computers,GMR,4021
2020,56 E056 The National Institute of Engineering Mysore,CS Computers,SCG,16398
2020,56 E056 The National Institute of Engineering Mysore,CS Computers,SCK,42973
2020,56 E056 The National Institute of Engineering Mysore,CS Computers,SCR,35487
2020,56 E056 The National Institute of Engineering Mysore,CS Computers,STG,7040
2020,56 E056 The National Institute of Engineering Mysore,EE Electrical,1G,11696
2020,56 E056 The National Institute of Engineering Mysore,EE Electrical,2AG,13809
2020,56 E056 The National Institute of Engineering Mysore,EE Electrical,2AR,28759
2020,56 E056 The National Institute of Engineering Mysore,EE Electrical,2BG,14644
2020,56 E056 The National Institute of Engineering Mysore,EE Electrical,3AG,9504
2020,56 E056 The National Institute of Engineering Mysore,EE Electrical,3BG,11495
2020,56 E056 The National Institute of Engineering Mysore,EE Electrical,GM,8923
2020,56 E056 The National Institute of Engineering Mysore,EE Electrical,GMK,13168
2020,56 E056 The National Institute of Engineering Mysore,EE Electrical,GMR,11690
2020,56 E056 The National Institute of Engineering Mysore,EE Electrical,SCG,32360
2020,56 E056 The National Institute of Engineering Mysore,IE Info.Science,1G,5723
2020,56 E056 The National Institute of Engineering Mysore,IE Info.Science,2AG,7938
2020,56 E056 The National Institute of Engineering Mysore,IE Info.Science,2AR,9799
2020,56 E056 The National Institute of Engineering Mysore,IE Info.Science,2BG,7398
2020,56 E056 The National Institute of Engineering Mysore,IE Info.Science,3AG,4408
2020,56 E056 The National Institute of Engineering Mysore,IE Info.Science,3AK,22738
2020,56 E056 The National Institute of Engineering Mysore,IE Info.Science,3BG,4104
2020,56 E056 The National Institute of Engineering Mysore,IE Info.Science,GM,3865
2020,56 E056 The National Institute of Engineering Mysore,IE Info.Science,GMK,9418
2020,56 E056 The National Institute of Engineering Mysore,IE Info.Science,GMR,6100
2020,56 E056 The National Institute of Engineering Mysore,IE Info.Science,SCG,31571
2020,56 E056 The National Institute of Engineering Mysore,IE Info.Science,SCR,43853
2020,56 E056 The National Institute of Engineering Mysore,IE Info.Science,STG,16598
2020,56 E056 The National Institute of Engineering Mysore,IE Info.Science,STR,28799
2020,56 E056 The National Institute of Engineering Mysore,ME Mechanical,1G,25473
2020,56 E056 The National Institute of Engineering Mysore,ME Mechanical,2AG,21110
2020,56 E056 The National Institute of Engineering Mysore,ME Mechanical,2AR,25692
2020,56 E056 The National Institute of Engineering Mysore,ME Mechanical,2BG,20740
2020,56 E056 The National Institute of Engineering Mysore,ME Mechanical,3AG,12906
2020,56 E056 The National Institute of Engineering Mysore,ME Mechanical,3BG,13103
2020,56 E056 The National Institute of Engineering Mysore,ME Mechanical,GM,12069
2020,56 E056 The National Institute of Engineering Mysore,ME Mechanical,GMK,31497
2020,56 E056 The National Institute of Engineering Mysore,ME Mechanical,GMR,18103
2020,56 E056 The National Institute of Engineering Mysore,ME Mechanical,SCG,49625
2020,56 E056 The National Institute of Engineering Mysore,ME Mechanical,SCR,57248
2020,57 E057 JSS Science and Technology University(Formerly SJCE) Mysore,CB Comp. Sc. and,1G,17371
2020,57 E057 JSS Science and Technology University(Formerly SJCE) Mysore,CB Comp. Sc. and,2AG,12488
2020,57 E057 JSS Science and Technology University(Formerly SJCE) Mysore,CB Comp. Sc. and,2BG,20118
2020,57 E057 JSS Science and Technology University(Formerly SJCE) Mysore,CB Comp. Sc. and,3AG,5644
2020,57 E057 JSS Science and Technology University(Formerly SJCE) Mysore,CB Comp. Sc. and,3BG,6040
2020,57 E057 JSS Science and Technology University(Formerly SJCE) Mysore,CB Comp. Sc. and,GM,2423
2020,57 E057 JSS Science and Technology University(Formerly SJCE) Mysore,CB Comp. Sc. and,GMK,13189
2020,57 E057 JSS Science and Technology University(Formerly SJCE) Mysore,CB Comp. Sc. and,GMR,14478
2020,57 E057 JSS Science and Technology University(Formerly SJCE) Mysore,CB Comp. Sc. and,SCG,29463
2020,57 E057 JSS Science and Technology University(Formerly SJCE) Mysore,CB Comp. Sc. and,SCR,90162
2020,57 E057 JSS Science and Technology University(Formerly SJCE) Mysore,Bus Sys. CE Civil,1G,23184
2020,57 E057 JSS Science and Technology University(Formerly SJCE) Mysore,Bus Sys. CE Civil,2AG,21253
2020,57 E057 JSS Science and Technology University(Formerly SJCE) Mysore,Bus Sys. CE Civil,2BG,21118
2020,57 E057 JSS Science and Technology University(Formerly SJCE) Mysore,Bus Sys. CE Civil,3AG,17542
2020,57 E057 JSS Science and Technology University(Formerly SJCE) Mysore,Bus Sys. CE Civil,3BG,16167
2020,57 E057 JSS Science and Technology University(Formerly SJCE) Mysore,Bus Sys. CE Civil,GM,15434
2020,57 E057 JSS Science and Technology University(Formerly SJCE) Mysore,Bus Sys. CE Civil,GMR,24912
2020,57 E057 JSS Science and Technology University(Formerly SJCE) Mysore,Bus Sys. CE Civil,SCG,32839
2020,57 E057 JSS Science and Technology University(Formerly SJCE) Mysore,Bus Sys. CE Civil,STR,32768
2020,57 E057 JSS Science and Technology University(Formerly SJCE) Mysore,CS Computers,1G,4308
2020,57 E057 JSS Science and Technology University(Formerly SJCE) Mysore,CS Computers,1K,18606
2020,57 E057 JSS Science and Technology University(Formerly SJCE) Mysore,CS Computers,2AG,4462
2020,57 E057 JSS Science and Technology University(Formerly SJCE) Mysore,CS Computers,2AR,6213
2020,57 E057 JSS Science and Technology University(Formerly SJCE) Mysore,CS Computers,2BG,4415
2020,57 E057 JSS Science and Technology University(Formerly SJCE) Mysore,CS Computers,3AG,2683
2020,57 E057 JSS Science and Technology University(Formerly SJCE) Mysore,CS Computers,3BG,2277
2020,57 E057 JSS Science and Technology University(Formerly SJCE) Mysore,CS Computers,GM,1559
2020,57 E057 JSS Science and Technology University(Formerly SJCE) Mysore,CS Computers,GMK,6664
2020,57 E057 JSS Science and Technology University(Formerly SJCE) Mysore,CS Computers,GMR,4014
2020,57 E057 JSS Science and Technology University(Formerly SJCE) Mysore,CS Computers,SCG,19277
2020,57 E057 JSS Science and Technology University(Formerly SJCE) Mysore,CS Computers,SCR,40527
2020,57 E057 JSS Science and Technology University(Formerly SJCE) Mysore,CS Computers,STG,13191
2020,57 E057 JSS Science and Technology University(Formerly SJCE) Mysore,CS Computers,STR,19440
2020,58 E058 P E S College of Engineering Mandya,CS Computers,1G,25918
2020,58 E058 P E S College of Engineering Mandya,CS Computers,1R,26349
2020,58 E058 P E S College of Engineering Mandya,CS Computers,2AG,20213
2020,58 E058 P E S College of Engineering Mandya,CS Computers,2AK,29821
2020,58 E058 P E S College of Engineering Mandya,CS Computers,2AR,29655
2020,58 E058 P E S College of Engineering Mandya,CS Computers,2BG,14428
2020,58 E058 P E S College of Engineering Mandya,CS Computers,3AG,12707
2020,58 E058 P E S College of Engineering Mandya,CS Computers,3BG,13701
2020,58 E058 P E S College of Engineering Mandya,CS Computers,3BR,24604
2020,58 E058 P E S College of Engineering Mandya,CS Computers,GM,12398
2020,58 E058 P E S College of Engineering Mandya,CS Computers,GMK,13811
2020,58 E058 P E S College of Engineering Mandya,CS Computers,GMR,20047
2020,58 E058 P E S College of Engineering Mandya,CS Computers,SCG,40136
2020,58 E058 P E S College of Engineering Mandya,CS Computers,SCR,46459
2020,58 E058 P E S College of Engineering Mandya,CS Computers,STG,19078
2020,58 E058 P E S College of Engineering Mandya,EC Electronics,1G,26606
2020,58 E058 P E S College of Engineering Mandya,EC Electronics,1R,31008
2020,58 E058 P E S College of Engineering Mandya,EC Electronics,2AG,28167
2020,58 E058 P E S College of Engineering Mandya,EC Electronics,2AR,31917
2020,58 E058 P E S College of Engineering Mandya,EC Electronics,2BG,42654
2020,58 E058 P E S College of Engineering Mandya,EC Electronics,3AG,18365
2020,58 E058 P E S College of Engineering Mandya,EC Electronics,3BG,20068
2020,58 E058 P E S College of Engineering Mandya,EC Electronics,GM,17839
2020,58 E058 P E S College of Engineering Mandya,EC Electronics,GMK,19850
2020,58 E058 P E S College of Engineering Mandya,EC Electronics,GMR,21945
2020,58 E058 P E S College of Engineering Mandya,EC Electronics,SCG,48731
2020,58 E058 P E S College of Engineering Mandya,EC Electronics,SCK,55475
2020,58 E058 P E S College of Engineering Mandya,EC Electronics,SCR,60071
2020,58 E058 P E S College of Engineering Mandya,EC Electronics,STG,37030
2020,58 E058 P E S College of Engineering Mandya,IE Info.Science,1G,24642
2020,58 E058 P E S College of Engineering Mandya,IE Info.Science,2AG,26104
2020,58 E058 P E S College of Engineering Mandya,IE Info.Science,2AR,33368
2020,58 E058 P E S College of Engineering Mandya,IE Info.Science,2BG,40340
2020,58 E058 P E S College of Engineering Mandya,IE Info.Science,3AG,17634
2020,58 E058 P E S College of Engineering Mandya,IE Info.Science,3AK,35412
2020,58 E058 P E S College of Engineering Mandya,IE Info.Science,3BG,18339
2020,58 E058 P E S College of Engineering Mandya,IE Info.Science,GM,17590
2020,58 E058 P E S College of Engineering Mandya,IE Info.Science,GMR,21923
2020,58 E058 P E S College of Engineering Mandya,IE Info.Science,SCG,75142
2020,58 E058 P E S College of Engineering Mandya,IE Info.Science,SCR,101842
2020,58 E058 P E S College of Engineering Mandya,ME Mechanical,1G,57168
2020,58 E058 P E S College of Engineering Mandya,ME Mechanical,2AG,53960
2020,58 E058 P E S College of Engineering Mandya,ME Mechanical,2BG,62455
2020,58 E058 P E S College of Engineering Mandya,ME Mechanical,3AG,46294
2020,58 E058 P E S College of Engineering Mandya,ME Mechanical,3AR,55565
2020,58 E058 P E S College of Engineering Mandya,ME Mechanical,3BG,44844
2020,58 E058 P E S College of Engineering Mandya,ME Mechanical,GM,43601
2020,58 E058 P E S College of Engineering Mandya,ME Mechanical,GMK,65200
2020,58 E058 P E S College of Engineering Mandya,ME Mechanical,GMR,49287
2020,58 E058 P E S College of Engineering Mandya,ME Mechanical,SCG,82239
2020,59 E059 P D A College of Engineering Gulbarga,CE Civil,1G,54640
2020,59 E059 P D A College of Engineering Gulbarga,CE Civil,2AG,51838
2020,59 E059 P D A College of Engineering Gulbarga,CE Civil,3BG,49836
2020,59 E059 P D A College of Engineering Gulbarga,CE Civil,GM,43465
2020,59 E059 P D A College of Engineering Gulbarga,CE Civil,GMR,44755
2020,59 E059 P D A College of Engineering Gulbarga,CE Civil,SCG,49664
2020,59 E059 P D A College of Engineering Gulbarga,CE Civil,SCR,51510
2020,59 E059 P D A College of Engineering Gulbarga,CS Computers,1G,38020
2020,59 E059 P D A College of Engineering Gulbarga,CS Computers,2AG,33997
2020,59 E059 P D A College of Engineering Gulbarga,CS Computers,3BG,29498
2020,59 E059 P D A College of Engineering Gulbarga,CS Computers,GM,22365
2020,59 E059 P D A College of Engineering Gulbarga,CS Computers,GMK,28174
2020,59 E059 P D A College of Engineering Gulbarga,CS Computers,GMR,31788
2020,59 E059 P D A College of Engineering Gulbarga,CS Computers,SCG,35716
2020,59 E059 P D A College of Engineering Gulbarga,CS Computers,SCR,93986
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",CE Civil,1G,37154
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",CE Civil,2AG,36651
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",CE Civil,2BG,48944
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",CE Civil,3AG,26851
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",CE Civil,GM,25909
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",CE Civil,GMK,37566
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",CE Civil,GMR,32500
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",CE Civil,SCG,37284
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",CE Civil,STR,48714
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",CS Computers,1G,11596
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",CS Computers,2AG,14377
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",CS Computers,2AR,18528
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",CS Computers,2BG,15847
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",CS Computers,3AG,9472
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",CS Computers,3AR,13761
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",CS Computers,3BG,10309
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",CS Computers,GM,9170
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",CS Computers,GMK,10448
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",CS Computers,GMR,13705
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",CS Computers,SCG,41439
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",CS Computers,SCK,80932
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",CS Computers,SCR,44593
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",CS Computers,STG,23638
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",EC Electronics,1G,17794
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",EC Electronics,2AG,14420
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",EC Electronics,2AK,18122
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",EC Electronics,2AR,17612
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",EC Electronics,2BG,16056
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",EC Electronics,3AG,14196
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",EC Electronics,3BG,12656
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",EC Electronics,GM,12206
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",EC Electronics,GMR,14859
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",EC Electronics,SCG,44063
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",EC Electronics,SCR,62336
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",EC Electronics,STG,28937
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",IE Info.Science,1G,18994
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",IE Info.Science,2AG,15949
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",IE Info.Science,2AR,20397
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",IE Info.Science,2BG,26207
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",IE Info.Science,3AG,12744
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",IE Info.Science,3BG,12624
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",IE Info.Science,GM,12264
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",IE Info.Science,GMR,19154
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",IE Info.Science,SCG,44501
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",IE Info.Science,SCR,56199
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",IE Info.Science,STG,28025
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",IE Info.Science,STK,44008
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",ME Mechanical,1G,46053
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",ME Mechanical,2AG,37762
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",ME Mechanical,2AR,53544
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",ME Mechanical,2BG,42600
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",ME Mechanical,2BK,84682
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",ME Mechanical,3AG,33276
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",ME Mechanical,3BG,35158
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",ME Mechanical,GM,32946
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",ME Mechanical,GMR,38203
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",ME Mechanical,SCG,55447
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",ME Mechanical,SCR,78817
2020,"60 E060 Dr. Ambedkar Institute Of Technology Jnanabharathi Campus,Bangalore",ME Mechanical,STG,45721
2020,61 E061 University B.D.T. college of Engineering Davangere,CE Civil,1G,35040
2020,61 E061 University B.D.T. college of Engineering Davangere,CE Civil,1R,43939
2020,61 E061 University B.D.T. college of Engineering Davangere,CE Civil,2AG,30899
2020,61 E061 University B.D.T. college of Engineering Davangere,CE Civil,2AR,31899
2020,61 E061 University B.D.T. college of Engineering Davangere,CE Civil,2BG,30174
2020,61 E061 University B.D.T. college of Engineering Davangere,CE Civil,3AG,33306
2020,61 E061 University B.D.T. college of Engineering Davangere,CE Civil,3BG,28858
2020,61 E061 University B.D.T. college of Engineering Davangere,CE Civil,GM,26924
2020,61 E061 University B.D.T. college of Engineering Davangere,CE Civil,GMK,29135
2020,61 E061 University B.D.T. college of Engineering Davangere,CE Civil,GMR,31356
2020,61 E061 University B.D.T. college of Engineering Davangere,CE Civil,SCG,36267
